,Hoja1 * s_GENERA,Hoja1 * s_B_C_D,Hoja1 * s_B,Hoja1 * s_C,Hoja1 * s_D,Hoja1 * s_E,Hoja1 * s_08,Hoja1 * s_10,Hoja1 * s_11,Hoja1 * s_13,Hoja1 * s_14,Hoja1 * s_15,Hoja1 * s_16,Hoja1 * s_17,Hoja1 * s_18,Hoja1 * s_19,Hoja1 * s_20,Hoja1 * s_21,Hoja1 * s_22,Hoja1 * s_23,Hoja1 * s_24,Hoja1 * s_25,Hoja1 * s_26,Hoja1 * s_27,Hoja1 * s_28,Hoja1 * s_29,Hoja1 * s_30,Hoja1 * s_31,Hoja1 * s_32,Hoja1 * s_35,Hoja1 * s_33,Hoja1 * s_36,Hoja1 * s_CD,Hoja1 * s_CN,Hoja1 * s_EN,Hoja1 * s_EQ,Hoja1 * s_IN,Hoja1 * s_XC,Hoja1 * s_EN_X_E,Hoja1 * s_051,Hoja1 * s_061,Hoja1 * s_072,Hoja1 * s_081
2007-04-30,126.220191931,126.811507858,285.309056365,127.790078028,107.097281461,,272.945378775,87.00821106,105.010942535,141.658074848,151.597248834,122.734651209,206.742157492,103.314914577,178.432556131,96.41461457,97.51101622,69.904093016,116.79143726,245.177114458,132.078620582,170.660150304,132.030729554,154.282588214,134.852149016,112.293080293,145.540889467,267.228843791,108.349914095,107.097281461,134.004908512,,240.773907271,98.66537651,106.416279302,138.5068923,144.223407195,109.473030199,109.44248872,443.892936019,58.037835276,55.779967379,308.753990173
2007-05-31,146.009488355,146.69351311,340.632944452,149.386601215,108.664012851,,324.583693678,99.520453801,128.013339471,169.674894096,159.501383466,129.799698065,239.838554102,113.042285126,189.594701528,104.0188831,110.225592056,91.039479261,137.908272886,281.044708356,146.726437526,202.947205767,164.79848071,185.139105857,166.368420159,137.405497663,174.201249239,321.941099961,126.728794986,108.664012851,130.674214845,,294.226660752,114.77400941,110.559536078,167.236200122,166.499497811,128.355679853,113.703569223,553.745228266,43.03050287,69.137476197,371.922221696
2007-06-30,143.218690141,143.889640575,333.970905573,146.44742942,107.880647156,,316.660354355,95.959277021,126.902112566,159.758828857,174.701642373,138.014868829,234.101845356,111.199204391,177.623705015,89.936904341,108.562916755,83.105159505,132.599571193,277.851018489,142.133477976,194.710712027,165.758205639,182.903126317,169.29744164,138.392448564,175.395430896,342.458196024,123.416322268,107.880647156,159.540226621,,297.064860052,111.488696121,105.544014718,168.422272463,162.501225136,125.459567943,108.54541914,547.01957772,47.369115556,65.056015169,363.294365683
2007-07-31,142.838126749,143.50729432,333.681251708,144.913948484,116.273851032,,313.928168381,100.194189948,133.236105925,158.342248108,211.790274107,169.725427976,255.062896543,111.91595801,154.814103552,89.561384907,108.954134473,90.560684103,130.594061664,274.165991718,128.478733367,190.427735282,155.612542101,179.027428449,170.820532811,122.930217781,171.663613218,345.751063294,119.142163921,116.273851032,155.654417344,,302.268225435,115.621832194,111.32276759,160.910480968,159.074134272,129.74581357,114.488505106,546.571201017,82.22026664,73.961021048,368.532706833
2007-08-31,99.073336581,99.537475012,261.55743949,97.248249379,106.425825151,,241.525240077,94.99679681,113.234021633,60.755574324,194.157973774,106.468613097,102.157544204,84.474533722,135.401676774,100.826967915,87.53496441,51.436279793,87.770534668,186.708023034,90.121314419,113.004694121,85.278415143,107.923279098,82.832727502,59.436376483,90.757805945,150.458704466,62.189003948,106.425825151,117.906555791,,141.436931776,93.578439805,107.506610033,85.265422757,105.525839522,97.193515701,110.563825694,452.86047008,74.752162837,28.570227194,280.097182702
2007-09-30,132.816624073,133.438842942,313.115827341,134.690742242,109.111650391,,298.901145525,93.360580451,104.899819844,144.019042762,232.259956102,142.615364456,210.713725085,108.536976661,154.814103552,96.696254145,98.782473804,78.112010004,121.982167805,247.38813052,131.830352498,174.119477675,149.442881842,174.257338765,138.835618231,128.084294709,161.811614546,283.946477621,107.388228467,109.111650391,244.028822626,,263.47950167,105.447958784,108.160808471,149.708686634,148.935657133,117.350454595,111.236627879,493.214373354,64.794691098,61.098234779,331.556181064
2007-10-31,145.755779426,146.438615607,330.784713065,148.492070669,114.483300872,,315.567479965,105.391583087,116.456579658,165.110356129,190.307241518,143.436881533,239.397268814,111.506384513,189.271161082,89.185865474,108.758525614,93.638652974,134.605080721,265.813264372,147.098839652,198.993688772,177.686215474,189.163869027,162.384950944,137.953803719,180.321430232,322.447694925,126.194525193,114.483300872,143.663920144,,302.504742043,117.635411306,109.687271494,166.709056859,163.357997852,131.599325192,112.806499644,502.181907415,62.518697558,136.419742836,352.509545667
2007-11-30,141.189018713,141.850460549,321.515789406,142.485937001,121.869320283,,312.562075394,103.370374644,119.234646921,155.194290889,167.405518098,118.791369242,232.11606156,107.410649545,195.741970008,87.026628731,100.738562394,86.251527684,128.942465581,254.266847158,142.754148185,192.239763905,170.282623163,186.182562975,153.129243062,130.825824989,168.37961366,298.891029075,119.035309962,121.869320283,183.521221019,,282.637346944,113.820208777,113.721495197,158.670122102,157.36058884,126.618012707,116.95544645,454.205600189,67.568558225,121.20702446,357.439749103
2007-12-31,121.272867826,121.841006545,229.695514414,120.122673346,128.695792769,,222.946375456,101.349166201,97.010108818,116.631814958,155.65065121,101.703814054,182.692109289,92.563610285,171.476436536,97.635052729,84.698635955,65.389738673,98.505909205,199.974119407,108.617286663,153.0340537,177.960422597,150.854086254,156.409747121,86.413034444,137.629435988,240.126013189,85.269459021,128.695792769,224.488753116,,222.798645039,99.513199294,120.808644946,135.607604354,125.23161199,108.777963341,124.244136784,315.208822243,65.932687868,86.576446043,251.748512946
2008-01-31,135.607422286,136.242715478,265.902247455,135.840852944,130.262524159,,268.573881217,113.861408942,102.899611415,142.917257736,232.057285983,162.824684535,193.724241492,112.63271163,169.535193858,100.826967915,102.010019978,84.678343595,123.515792739,228.717328217,133.319961001,173.790017926,144.644257195,156.518567753,124.893475978,127.097343808,149.720525267,267.988736238,109.418453681,130.262524159,143.996989511,,245.031206221,117.95334485,122.880273334,142.196895139,145.794157174,127.544768518,126.374677036,321.934472789,67.212934235,64.932334532,299.817996446
2008-02-29,138.017657107,138.664241759,285.59871023,139.291185051,121.533592128,,284.966997059,99.712949843,105.344310606,143.074655597,252.729638097,179.419329478,201.888019323,108.434583287,163.064384932,96.790134004,101.423193401,90.492284795,125.875215714,237.807060917,139.899065221,185.650568912,156.709370592,166.804073634,139.890065964,135.102612227,196.442882604,265.709058898,116.043399119,121.533592128,151.546561822,,252.363221079,113.926186625,115.902156658,156.56154905,150.220816207,124.301123179,119.198120399,371.255910125,57.824460881,90.163184522,324.16087591
2008-03-31,125.205356217,125.791917845,265.612593591,125.362066546,119.407313813,,251.361109583,88.355683355,99.5659307,130.955020304,210.776923513,135.714621015,173.204475594,101.983800712,164.52031694,99.043250605,97.119798502,79.616794785,115.021870029,212.994547329,134.809569503,163.082576063,152.596263752,155.17698003,122.315937074,112.622063926,156.139251675,231.007303827,106.853958673,119.407313813,157.541810421,,217.122246439,101.420800559,115.575057439,135.080461091,138.368793636,110.168097058,118.861719306,440.305922394,60.598328008,46.256558314,279.172769558
2008-04-30,141.315873178,141.977909301,318.908904627,143.636047704,113.476116407,,310.103108018,99.039213695,122.790573017,149.685365756,147.543846459,137.029048337,210.051797153,116.011692978,177.138394346,99.418770039,105.335370581,98.221406625,131.773773151,238.29839782,151.815933244,192.569223654,175.629662054,178.282101936,152.074795328,135.431595861,187.934338297,288.759129784,128.545312284,113.476116407,193.624325141,,272.703649395,113.926186625,111.867932955,161.437624231,157.503384293,125.922945848,115.049173593,478.417942153,56.401964919,68.642753648,352.509545667
2008-05-31,133.704605322,134.330984204,272.27463247,135.968643022,108.887831621,,258.464793114,95.959277021,123.45730916,133.158590357,119.170029832,119.119976073,194.16552678,111.506384513,156.108265337,103.080084516,101.814411119,90.013489637,124.105648483,221.347274676,146.97470561,181.367592167,170.419726724,184.691909949,144.927982913,123.368862626,177.037430675,256.843647018,116.043399119,108.887831621,173.418116898,,245.504239438,106.825670808,109.578238421,151.158330607,150.078020754,117.234610118,112.694365946,438.064038879,58.606833661,78.660885262,285.027386138
2008-06-30,127.615591038,128.213444126,260.109170168,129.195768886,109.335469161,,239.612709896,91.628116072,115.345352753,130.168031,133.559608265,128.485270743,173.645760882,104.13406157,146.078511502,94.443137544,95.065905482,89.534694479,115.375783475,202.922140824,141.512807766,170.001230805,173.16179795,165.462485911,141.881800572,117.227834798,180.022884818,243.165582976,110.059577433,109.335469161,203.394359895,,229.894143288,102.904490431,107.39757696,146.15046961,140.367929973,112.484986586,110.451691997,464.966641062,57.966710477,69.87956002,267.155398683
2008-07-31,140.174182999,140.830870536,299.502095717,141.846986611,119.854951353,,287.152745838,102.98538256,147.793178382,138.824913351,246.446864415,181.06236363,208.507298645,114.782972488,134.754595881,97.822812446,105.041957292,100.820580338,125.403331119,221.347274676,135.926775881,189.604085908,175.629662054,178.282101936,164.142363833,115.473255418,183.605429789,282.933287692,115.722837243,119.854951353,178.52518052,,254.018837337,120.496813203,115.684090512,157.879407207,150.36361166,130.556724905,118.973853004,468.105277983,58.677958459,85.83436222,338.027073074
2008-08-31,87.656434799,88.067087367,197.543935473,84.341451499,111.014109936,,190.160143771,87.489451165,109.900340917,40.293852401,161.528084654,90.3668784,68.399219661,78.33093127,110.650832633,97.541172871,78.830370184,44.117553811,74.793708306,136.345990505,90.369582503,98.508465137,94.32725019,99.873752757,70.530837279,35.201248803,94.937441745,110.437702268,49.9007987,111.014109936,163.315012776,,109.034156436,84.146411331,108.48790769,69.978268136,90.389521539,86.072445966,111.573028972,303.999404667,55.477342543,9.028686516,210.149921455
2008-09-30,126.600755324,127.193854113,260.688477897,128.173448262,107.880647156,,239.885928493,95.189292852,114.678616609,121.82594437,197.603365793,128.156663913,158.862703729,105.465175435,137.181149229,99.982049189,105.139761722,87.619513849,111.128822121,191.37572361,127.361526989,165.71825406,166.306619884,168.29472666,139.772905105,109.880533646,180.321430232,232.273791239,107.815644301,107.880647156,170.087423231,,225.163811122,106.507737264,108.051775398,141.142608614,137.083634562,115.496942972,111.124494182,462.276380844,49.645109096,114.528270051,259.451955814
2008-10-31,127.996154431,128.595790381,269.378093827,129.323558964,110.566472396,,241.798458675,103.659118707,114.7897393,125.28869731,161.730754772,112.712142877,177.837971119,106.07953568,157.887737791,97.541172871,105.237566151,103.556552668,109.595197187,196.78042954,118.548010015,166.541903434,171.516555215,180.21995087,141.647478853,94.089319229,170.917249682,235.313361026,110.700701185,110.566472396,178.192111153,,239.118291013,112.654452449,109.578238421,136.66189088,136.940839109,122.215922604,112.694365946,525.945872677,44.950872419,98.20242594,265.306572394
2008-11-30,115.310708006,115.850915219,228.247245092,114.883280147,115.602394722,,207.372915406,95.478036915,106.566660202,107.187943302,143.085103846,100.225083316,158.200775797,98.502425989,162.41730404,89.561384907,88.317399846,96.10102807,95.910543932,176.144279625,95.459078221,141.667692338,153.967299365,162.03398395,133.914862142,72.59572183,193.457428461,194.025871416,88.368223823,115.602394722,154.766232366,,200.566083857,103.434379671,109.90533764,123.219737679,118.091839357,110.74731944,113.030767039,423.267607678,41.394632513,92.760477903,224.940531763
2008-12-31,101.864134795,102.341347548,188.275011815,98.781730316,125.674239374,,165.570470008,98.269229527,103.121856796,83.893059882,132.140917433,87.409416925,133.268157017,84.064960225,152.387550204,96.97789372,67.876274079,76.538825915,65.709929853,126.764920902,71.128806009,120.746998237,144.507153634,117.612523769,135.086470735,43.096856011,167.633250125,169.709313119,66.890578129,125.674239374,232.371394793,,165.088592608,96.333863854,118.846049631,110.30472774,89.818339728,101.479761328,122.22573023,379.326690779,46.231118786,68.024350462,178.411736837
2009-01-31,102.371552652,102.851142554,179.006088156,99.420680706,125.786148759,,152.455977334,99.135461716,94.120918865,88.929791433,185.443158668,124.706292192,123.339238034,90.618136175,132.489812757,95.85133542,86.948137833,82.352767115,87.534592371,121.605883423,83.666344241,115.146182493,100.222703327,123.277005269,98.180800066,58.230103159,137.181617867,163.376876062,78.751367542,125.786148759,112.577445925,,158.702644184,100.466999926,118.627983485,93.963286593,98.100475983,104.839251143,122.001462835,388.742601544,46.942366767,77.547759527,159.615336237
2009-02-28,104.528078544,105.017771332,183.350896121,103.765543359,108.328284696,,163.931158423,98.076733484,87.453557434,94.123920844,193.144623181,141.300937134,127.310805627,92.256430162,135.078136328,90.406303633,86.948137833,88.303506931,88.242419263,141.750696435,88.259303791,124.041595733,119.142994789,122.084482848,105.796255918,62.177906764,174.649067361,179.081319963,76.721142327,108.328284696,137.335602178,,171.238024425,101.526778407,104.671750133,104.901509296,102.384339563,106.808607242,107.648349561,351.975711894,39.189763771,78.166162713,176.254772833
2009-03-31,108.333712472,108.84123388,201.019781845,108.365986168,105.418640686,,185.242209019,98.461725569,102.343997963,97.744071645,167.608188217,118.462762411,139.446151051,96.761738627,151.578699089,86.932748872,92.816403604,87.893111082,90.601842238,154.771124357,94.71427397,125.029974982,120.788237525,125.512984808,112.708746615,74.350301209,170.767976975,182.12088975,90.612156955,105.418640686,168.200030154,,173.130157291,103.858291063,101.618824088,112.413300791,108.524544028,109.12549677,104.508606032,345.250061348,35.562399066,122.567511469,199.673239154
2009-04-30,101.229862474,101.70410379,196.67497388,101.209741798,98.480258815,,174.586683721,93.841820557,103.121856796,92.549942234,109.847204369,84.287652035,130.841087933,93.075577156,133.460434096,94.161497969,85.872289109,76.402027298,82.343861826,137.574332762,88.383437833,127.006733479,111.328091794,110.010193335,98.766604362,74.569623632,145.093071346,167.176338296,84.948897145,98.480258815,124.123850635,,161.777360092,94.638218285,99.329129554,107.141868163,100.242407773,99.742094182,102.153798385,388.742601544,39.97213655,80.639775457,186.115179705
2009-05-31,103.893806223,104.380527574,196.964627744,104.404493749,96.913527424,,177.318869695,94.226812641,109.789218227,99.160652394,94.646945462,88.723844247,134.371370238,95.942591634,130.872110526,87.026628731,89.882270718,86.79872215,91.663582577,155.753798163,96.948686724,130.960250475,126.957897785,116.569066651,96.423387177,72.157076985,160.02034206,155.777951594,85.483166939,96.913527424,141.4434577,,158.466127575,97.60559803,95.840071216,107.800797242,107.382180407,102.174828186,98.565520066,362.288376064,34.63777669,142.603774696,191.045383141
2009-06-30,109.348548186,109.860823893,220.136936891,109.51609687,103.404271755,,203.82107364,94.515556704,126.124253732,102.780803196,121.19673102,99.074959409,145.624145085,99.116786234,129.092638071,82.426515669,104.455130715,98.768601091,95.910543932,160.421498738,100.548573939,132.772279098,112.150713162,116.867197256,98.532282643,81.039635094,172.409976753,164.896660956,91.894404459,103.404271755,153.433954899,,159.412194009,103.540357519,99.002030335,112.545086607,113.950771229,107.85120753,101.817397293,383.81045781,42.461504485,94.739368098,220.626603756
2009-07-31,116.452398184,116.997953984,213.764551876,116.416761084,113.699935177,,201.635324861,100.194189948,134.680700902,109.548911216,164.365466316,145.572825931,154.670493492,104.236454944,121.974748253,89.279745332,119.51701286,108.276104936,106.999831914,161.895509447,92.976397383,145.127019709,104.061603044,117.314393164,110.365529429,83.013536896,155.094342724,184.653864572,97.237102393,113.699935177,194.290463874,,174.549256941,111.806629665,107.942742325,118.080090866,119.519793883,116.53954326,111.012360484,335.834150584,56.757588909,105.870625447,224.632394048
2009-08-31,78.396058908,78.763328499,164.233741075,74.629405568,107.097281461,,150.81666575,87.585699186,103.566347558,36.358905878,134.775628977,71.800592474,62.883153559,71.675361946,103.694713037,83.459194112,79.221587902,46.579928908,68.77717972,107.111444793,66.535846458,84.835885528,61.422395473,65.737798456,53.776834403,38.162101506,74.934898987,77.002434609,45.306078477,107.097281461,101.586156826,,75.448798055,81.708920826,101.182691796,62.20290501,75.110408104,81.206977957,104.060071242,280.235439406,49.360609903,79.155607811,168.85946768
2009-09-30,110.490238364,111.007862658,218.109359841,110.79399765,103.51618114,,200.542450471,96.536765147,108.34462325,110.17850266,170.242899761,108.111647249,123.780523322,96.044985008,124.4013016,86.651109297,98.880278233,95.553833604,101.455187923,145.927060108,108.865554746,134.254847971,121.199548209,129.388682676,98.063639206,94.198980441,160.766705596,166.163148367,94.24519155,103.51618114,177.52597242,,168.636341733,104.600135999,100.419460284,116.498661078,112.808407608,109.357185723,103.27513536,394.12312198,35.491274268,86.823807317,216.004538035
2009-10-31,111.631928542,112.154901422,214.633513469,112.199688509,103.628090525,,207.9193526,99.616701822,110.789322442,111.595083408,128.087515058,92.338519383,140.770006916,101.779013963,144.299039047,89.279745332,99.662713669,94.459444672,101.337216774,151.331766038,114.203318548,135.407957095,121.610858893,127.152703137,102.164269281,90.470499259,154.646524603,169.202718154,101.724968657,103.628090525,116.019162713,,173.130157291,105.236003088,100.855592576,114.258302211,116.521089377,110.283941534,103.72367015,311.173431916,36.984895029,113.044102405,221.551016901
2009-11-30,110.743947293,111.262760161,218.399013705,111.049577806,104.299546835,,200.542450471,99.231709737,114.123003157,111.280287686,143.287773965,89.381057908,137.681009899,102.18858746,148.828605295,79.046840767,98.978082663,98.905399708,100.039534138,149.85775533,107.251812202,131.619169974,144.644257195,125.214854203,99.586730377,86.413034444,151.213252339,170.722503048,98.412495938,104.299546835,137.890717789,,173.839707116,107.143604352,98.674931115,113.335801501,113.665180324,112.137453157,101.4809962,382.913704404,54.908344158,103.768054614,217.545226609
2009-12-31,100.341881224,100.811962529,148.882086266,98.398360082,117.169126112,,127.319866376,101.830406307,103.455224868,90.975963625,103.564430688,82.973224713,118.926385153,84.781713845,144.784349717,86.275589864,87.926182128,77.291218305,81.164150339,108.33978705,81.804333612,109.215907,140.94246104,118.506915585,107.08502537,64.700114622,128.971618974,153.751571736,80.140469005,117.169126112,183.299174775,,154.681861842,98.13548727,109.251139202,101.079720641,94.102203308,102.406517139,112.357964854,294.1351172,75.39228602,99.191871038,139.278247064
2010-01-31,97.297374082,97.75319249,166.261318125,94.309077585,121.421682743,,142.073670634,99.327957758,81.897422908,92.235146512,141.463742896,116.326818013,107.894252949,96.147378382,117.768722451,84.210232979,86.752528974,83.583954663,92.135467172,102.443744217,97.817625017,102.132522383,94.464353751,95.550858981,69.476389545,77.311153912,121.060165495,118.543221701,83.7735036,121.421682743,101.919226192,,124.644252585,97.393642334,111.867932955,87.373995808,94.816180572,99.510405229,115.049173593,351.078958487,61.807449577,65.056015169,146.057276789
2010-02-28,102.498407116,102.978591306,190.881896594,101.209741798,111.126019321,,159.559660866,95.959277021,80.563950622,102.151211752,153.015939666,122.406044378,110.983249966,96.147378382,124.886612269,70.222134078,93.305425751,93.296656432,96.854313122,127.747594707,102.782986693,113.66361362,126.683690662,107.774213796,80.372349457,85.645405965,155.989978967,147.925729644,93.604067798,111.126019321,116.796324569,,149.951529676,99.619177142,100.855592576,101.211506457,103.526703184,103.449117427,103.72367015,415.196827023,59.531456036,147.427319547,167.318779106
2010-03-31,115.691271398,116.233261474,216.661090519,115.266650381,117.057216727,,183.602897434,109.433999972,101.121648367,117.890997846,154.434630497,128.978180989,126.428235051,106.181929054,154.975873775,84.022473262,105.726588299,105.540132606,105.348235832,145.190054754,118.796278098,126.67727373,138.88590762,123.426070571,103.687360451,94.089319229,158.079796867,162.870281097,105.999127004,117.057216727,157.097717932,,168.163308517,114.350098018,109.469205348,114.653659658,117.235066641,118.393054882,112.582232249,455.550730298,60.740577605,173.647614635,200.289514583
2010-04-30,104.274369616,104.762873829,211.736974825,104.148913593,102.39708729,,183.05646024,93.168084409,98.454703795,102.308609613,109.847204369,90.69548523,126.648877695,100.652686847,147.857983956,83.365314253,96.141754207,99.999788639,98.269966907,136.591658956,111.596503668,121.90010736,121.885066016,104.643842441,91.15114851,79.504378137,136.435254331,147.925729644,92.108112376,102.39708729,124.90101249,,149.005463243,100.466999926,99.002030335,102.002221351,108.667339481,104.144184285,101.817397293,436.71890877,58.606833661,117.125563432,203.062754016
2010-05-31,109.221693722,109.733375142,227.378283499,109.643886948,100.60653713,,198.62992029,94.611804725,107.011150964,111.595083408,96.67364665,91.024092061,129.958517356,106.591502551,145.269660386,82.708155245,106.117806017,97.947809392,107.589687658,151.823102941,117.927339805,129.312951727,124.764240804,114.482152414,98.415121784,88.606258668,134.196163724,154.2581667,98.198788021,100.60653713,114.908931491,,153.735795409,102.268623343,97.802666531,108.591512136,117.806248451,106.22938486,100.583926621,460.931250734,63.58556953,118.11500853,218.161502039
2010-06-30,112.900473185,113.429388939,236.357553293,113.477589289,103.0685436,,208.192571198,96.921757231,118.234542706,118.363191429,110.860554963,111.397715555,139.887436339,103.110127828,131.519191419,94.161497969,108.562916755,98.153007317,106.645918468,155.016792808,111.968905794,128.489302353,133.538868728,120.295699216,106.850703651,96.83084951,137.927981403,178.321427516,100.65642907,103.0685436,130.119099234,,169.345891558,105.236003088,103.036254038,114.653659658,119.234202978,110.168097058,105.966344099,466.760147874,58.535708862,129.246265878,229.870735199
2010-07-31,113.788454435,114.3215302,221.005898484,113.094219055,116.497669802,,201.635324861,97.402997337,123.346186469,113.641255601,164.568136435,131.935642464,134.371370238,106.07953568,113.07738598,102.422925507,108.073894607,109.302094559,108.533456848,151.823102941,101.169244149,125.359434731,122.022169577,121.339156334,111.419977163,88.825581091,133.300527481,167.429635778,99.908451359,116.497669802,111.689260947,,162.723426525,108.733272072,114.375693635,111.095442634,116.521089377,112.832520015,117.628248634,400.400395823,39.118638973,104.757499712,229.254459769
2010-08-31,81.060002657,81.439752283,188.564665679,77.312997207,108.664012851,,172.947372137,93.360580451,103.566347558,39.506863097,142.679763609,85.437775942,61.559297695,79.252471638,108.709589955,91.532861934,87.828377699,47.947915073,74.43979486,107.111444793,71.252940051,78.41142041,74.58433736,68.271908601,55.182764715,35.968877281,69.411808823,76.495839645,46.481472023,108.664012851,89.373613382,,80.652163438,86.265968291,105.107882426,57.59040146,79.965453494,85.840757014,108.09688435,326.41823982,57.1132129,81.752901192,190.429107712
2010-09-30,109.221693722,109.733375142,228.247245092,109.132726636,105.754368841,,217.482003508,99.135461716,101.455016438,113.011664157,145.517145271,111.56201897,113.630961695,97.888065744,136.21052789,90.500183491,102.988064273,99.794590715,102.045043667,142.487701789,110.355163249,123.547406108,116.812234247,122.23354815,101.109821547,90.909144104,133.001982067,155.777951594,94.458899467,105.754368841,104.583781125,,153.026245584,105.447958784,102.927220965,108.723297952,112.951203061,109.009652294,105.854210401,358.252985736,42.959378072,87.318529866,235.725351779
2010-10-31,107.699440151,108.203990122,224.77139872,107.343665544,106.537734536,,201.362106263,98.55797359,95.676636532,108.761921911,116.940658526,102.853937961,126.648877695,100.345506725,144.299039047,90.030784199,98.782473804,103.146156818,103.106784006,141.013691081,111.348235584,117.45240074,118.046166299,125.512984808,92.439917961,89.593209569,133.748345603,149.952109502,93.604067798,106.537734536,97.589324426,,150.424562892,103.328401823,103.799485549,104.110794402,112.665612155,106.808607242,106.751279981,429.544881521,49.218360307,96.099855108,218.777777468
2010-11-30,114.54958122,115.08622271,201.888743438,114.627699991,111.909385017,,191.253018161,105.199087045,106.677782893,111.90987913,109.847204369,90.531181815,138.342937831,104.953208564,149.799226634,90.969582783,106.998045883,114.021646828,105.230264683,141.505027984,114.079184506,129.477681602,133.813075851,130.7302704,113.997516067,93.979658018,140.913435546,161.603793686,96.382270723,111.909385017,111.467214703,,160.831293659,109.899028401,107.070477741,115.576160368,118.377430262,113.759275826,110.115290905,313.415315431,48.72048672,102.283886968,204.911580305
2010-12-31,100.722444617,101.194308783,145.695893758,98.52615016,120.190679508,,142.620107828,104.525350897,105.010942535,95.540501592,98.497677719,89.545361323,114.072246983,87.751121697,138.151770568,95.475815986,84.014004948,87.414315924,84.231400206,106.374439439,83.914612324,103.615091256,120.651133964,125.0657889,106.499221073,65.138759467,125.090528588,144.12626741,76.614288369,120.190679508,155.98748671,,139.071765693,100.361022078,113.285362905,97.521503617,94.958976024,103.217428474,116.50691166,181.144188032,37.625018212,120.464940637,145.749139074
2011-01-31,101.206319345,102.016734634,151.869820451,97.796176545,125.22517849,74.642733692,148.558623562,99.515564615,76.210112261,93.61638265,131.211747408,120.4407088,104.460358505,97.567349228,130.803490078,93.918055765,99.969125177,96.379404815,97.98151166,110.323345917,105.270370325,105.924367115,85.856775686,103.471427886,78.148223298,82.853219553,111.291037821,110.940305893,74.957451106,125.22517849,93.85732534,74.642733692,114.331986958,99.546333109,114.04361918,89.969530391,101.725836355,100.665806765,121.35066055,193.168478125,43.183668572,165.311294775,155.79130814
2011-02-28,104.975519757,105.970415487,160.822714064,105.177176595,108.400788473,72.365081271,165.847630961,94.932549894,81.205839365,104.236440402,137.408350438,127.608593484,111.165806367,99.052812891,133.985953153,82.970511978,100.903926642,91.460563727,102.551697497,126.984664718,115.956915134,124.829755312,109.243906255,120.638397382,92.882034999,93.076708218,127.529924656,136.447297722,84.805514308,108.400788473,110.625951195,72.365081271,132.653466954,99.312528805,100.041993017,105.476257631,110.322951891,101.836888047,105.17477967,146.87954329,38.797425503,193.45953833,176.710807309
2011-03-31,116.079709655,117.199147687,192.05934619,116.867831662,116.008031535,79.387055332,191.549141738,102.249261683,99.334394913,117.880765339,142.334086939,136.355652862,127.75443831,109.975981064,141.671683522,84.889042568,113.586288184,104.872707333,112.457393359,146.063310089,130.381011254,135.395952354,134.53031661,132.47484478,104.598183853,105.086637938,127.91230788,155.408751594,102.005992064,116.008031535,129.759831316,79.387055332,152.545763452,109.321162584,107.187935298,117.296313627,123.604704156,112.593848558,112.343712321,223.083493354,42.026687692,183.202127543,205.008182955
2011-04-30,99.118575237,99.713057807,165.915948044,99.716492023,96.880921582,79.63277717,157.216654949,89.520314137,89.065200259,98.021666654,101.374305434,98.250789369,116.019692261,96.81425543,132.57795457,89.746604405,98.221645026,88.468628777,95.960026109,126.956895128,105.996366887,113.327362315,96.365574438,103.889485649,91.617800484,87.237376246,113.238851837,133.247682747,83.877960358,96.880921582,111.545008444,79.63277717,125.446355493,93.238362959,93.935818636,99.767354563,104.778023734,95.676942919,96.588371095,248.14509284,41.697590909,151.714261871,166.650469632
2011-05-31,108.98379916,109.494909745,189.083747152,110.70984023,98.824663533,92.230746784,176.165316845,98.770119056,107.753200273,109.767317286,103.595566921,101.285472511,124.907054087,106.108053316,128.10841481,86.592837602,106.138723951,102.203195867,107.650763488,139.104506686,115.614562578,129.148738354,116.696790083,118.422316411,111.326732195,98.043096124,123.17201284,150.850605783,97.95815127,98.824663533,103.572207442,92.230746784,144.33371613,104.562750808,97.188119581,111.814797831,115.321365702,107.573949935,98.107482881,301.699542978,55.699630623,172.944716756,189.013983661
2011-06-30,110.221651085,109.981941401,198.924528199,110.895428579,100.723278984,118.078793967,188.392204537,99.403055032,111.868300871,104.530485724,106.050556408,111.222711979,124.882075256,100.975812933,123.414448403,85.264350207,102.209360046,107.509998467,106.231692309,137.236175261,111.65705426,128.928259137,123.340025798,119.237373738,106.176358823,100.526811643,128.039595263,147.21780439,101.137946304,100.723278984,119.468310747,118.078793967,142.544161066,105.483740857,102.457110993,114.460274184,113.638659682,108.289715117,99.56001154,299.26816682,55.308828193,146.466284259,202.272561055
2011-07-31,109.265315293,108.569411025,180.123409118,108.544464921,105.680319178,132.075487889,166.031130988,97.613066821,115.341700406,106.804759653,140.597469399,135.390073291,130.269920384,101.6830664,102.357653504,90.247100395,105.300068021,109.840913877,102.982913028,130.59560437,99.659411859,123.752387383,107.88710952,107.045553116,118.726022096,89.067744566,120.572592272,157.524450446,97.178486209,105.680319178,115.687234144,132.075487889,146.734656659,106.189573381,108.82205627,109.876813941,109.115301282,109.259383691,104.509620528,305.534144663,39.887558599,100.904296811,177.389218952
