,Hoja1 * s_GENERA,Hoja1 * s_B_C_D,Hoja1 * s_B,Hoja1 * s_C,Hoja1 * s_D,Hoja1 * s_E,Hoja1 * s_08,Hoja1 * s_10,Hoja1 * s_11,Hoja1 * s_13,Hoja1 * s_14,Hoja1 * s_15,Hoja1 * s_16,Hoja1 * s_17,Hoja1 * s_18,Hoja1 * s_19,Hoja1 * s_20,Hoja1 * s_21,Hoja1 * s_22,Hoja1 * s_23,Hoja1 * s_24,Hoja1 * s_25,Hoja1 * s_26,Hoja1 * s_27,Hoja1 * s_28,Hoja1 * s_29,Hoja1 * s_30,Hoja1 * s_31,Hoja1 * s_32,Hoja1 * s_35,Hoja1 * s_33,Hoja1 * s_36,Hoja1 * s_CD,Hoja1 * s_CN,Hoja1 * s_EN,Hoja1 * s_EQ,Hoja1 * s_IN,Hoja1 * s_XC,Hoja1 * s_EN_X_E,Hoja1 * s_051,Hoja1 * s_061,Hoja1 * s_072,Hoja1 * s_081
1999-08-31,81.821129443,82.204444793,312.826173477,80.124378924,81.917669832,,225.132124235,79.597113436,117.901174634,55.246649191,219.897078857,162.167470874,134.150727594,74.747163172,102.562321475,84.210232979,74.331366427,24.144955807,57.923834035,179.337969493,64.797969872,91.589810395,110.91678111,54.408835457,50.144847766,35.091587591,93.59398738,134.500963084,62.8301277,81.917669832,,,122.988636327,80.96707589,85.699995422,58.381116355,89.247157918,84.914001202,88.137086203,637.591671736,116.786918532,3959.511919452,232.952112346
1999-09-30,126.093337467,126.684059107,339.763982859,130.218089511,87.177410928,,239.612709896,84.40951449,96.565618056,214.061090882,388.923957905,301.33246361,249.767473085,89.28702231,118.577573567,81.957116377,94.479078905,65.458137981,109.477226038,228.471659765,100.300305855,174.119477675,251.173724343,158.307351385,136.843883624,119.092075388,163.005796203,295.851459287,107.815644301,87.177410928,,,282.637346944,104.282202455,89.734219125,145.755112163,141.653089047,117.118765642,92.286033009,736.234546407,109.745563517,4307.672913181,268.079811827
1999-10-31,124.571083896,125.154674087,302.398634361,128.812398652,86.617864003,,223.766031248,87.681947207,85.008858242,219.255220293,309.071931113,303.632711423,292.130860746,95.430624762,126.98962517,78.389681758,101.61880226,68.672905468,110.303024079,233.876365695,113.955050464,156.163921321,233.076054248,148.91623732,129.697071208,114.815288151,158.079796867,270.775008543,110.059577433,86.617864003,,,266.554217578,103.540357519,87.553557664,139.165821378,143.366634479,115.381098496,90.04335906,586.925104291,109.532189123,4329.688066604,255.754303237
1999-11-30,129.645262466,130.252624152,318.619250763,133.668421617,93.108608334,,237.973398311,93.071836388,90.342747387,230.902662003,315.962715151,298.867912381,314.195125153,96.966525376,128.445557179,81.20607751,97.021994073,73.666054969,115.021870029,237.070055563,109.982761123,166.871363184,279.965472221,144.295212938,133.094736127,119.969365078,167.036159296,296.864649216,120.744973301,93.108608334,,,295.645760402,108.203382832,93.332310536,149.445115003,144.223407195,121.636700222,95.986445025,634.901411517,106.260448409,3999.584445906,271.469326689
1999-12-31,119.116341933,119.674377768,275.171171114,121.017203893,98.5921682,,190.160143771,93.938068578,94.454286936,210.755735802,329.338942989,284.409211837,265.874386102,88.979842187,123.430680261,88.528706465,86.165702397,59.712596089,92.017496023,209.309520559,101.541646274,145.621209333,255.835245428,126.705507229,119.035433015,97.050171932,137.181617867,274.321173295,106.960812632,98.5921682,,,249.051988563,103.964268911,98.783964188,128.359384491,128.087521043,114.686031638,101.593129898,597.686145164,104.766827648,4124.378208845,222.16729233
2000-01-31,119.62375979,120.184172774,300.660711175,119.611513034,109.671197316,,211.197975769,89.029419503,75.341184168,203.043240616,311.706642657,261.571037114,265.874386102,92.358823536,114.695088211,85.618430855,89.980075148,62.516967727,103.578668601,215.942568746,110.975833459,139.855663715,201.268028022,125.0657889,114.700481222,109.222566378,137.629435988,265.202463933,93.069798004,109.671197316,,,236.75312493,97.393642334,106.961444668,127.436883781,132.085793718,107.735363053,110.003157207,643.868945578,106.97169639,3582.285975979,247.742722654
2000-02-29,126.347046396,126.93895661,335.419174894,129.706929199,93.668155259,,240.978802883,81.522073858,77.341392597,215.162875909,376.76375078,285.559335744,250.870686306,91.334889794,113.07738598,88.434826607,94.870296623,66.552526913,110.656937526,235.841713306,118.548010015,170.989610054,236.503643282,143.698951728,128.876945193,124.355813527,167.036159296,308.769630883,107.92249826,93.668155259,,,279.326114428,99.513199294,95.949104289,149.708686634,141.653089047,112.369142109,98.677653764,720.5413618,93.884733534,4017.518138301,283.486697564
2000-03-31,137.51023925,138.154446752,358.301830176,141.974776689,96.130161729,,255.186169946,86.14197887,103.121856796,238.615157189,423.175207976,318.255715383,314.857053085,101.369440467,129.577948741,79.985639351,98.195647227,74.692044592,119.268831384,259.917221539,126.864990822,185.485839037,255.698141867,157.412959569,143.87353518,138.173126141,178.380885039,330.046619393,127.583626656,96.130161729,,,310.309790118,111.170762577,96.385236581,163.150839835,155.075861598,125.459567943,99.126188554,799.007284833,97.512098239,3770.28054453,300.74240959
2000-04-30,115.818125863,116.360710226,296.026249345,118.844772566,86.617864003,,212.564068756,77.28716093,96.010004603,200.052681258,298.735755056,246.126516078,265.21245817,91.642069917,120.195275798,78.577441475,86.850333404,53.830255581,100.629389882,224.295296092,114.451586632,149.080536704,206.615066913,119.252242098,118.098146141,107.467986999,146.585798417,256.337052054,101.083844905,86.617864003,,,235.570541888,93.260506261,87.77162381,131.12688662,132.514180076,103.680806379,90.267626454,637.591671736,92.462237571,3539.492475507,251.440375231
2000-05-31,134.338877644,134.968227962,357.432868583,139.418975129,88.520323548,,269.393537009,84.890754596,112.56728549,235.152404248,316.16538527,267.157353233,311.106128136,97.990459118,122.945369592,81.299957369,99.271495951,67.373318611,116.673466112,253.775510255,137.043982258,187.133137786,250.625310098,151.897543372,147.03687838,134.992951016,167.483977418,318.648232691,121.065535177,88.520323548,,,302.97777526,105.236003088,90.497450636,162.09655331,154.790270692,119.319810694,93.070968891,739.373183328,93.173485553,4161.358719369,305.364475311
2000-06-30,133.958314251,134.585881707,366.412138378,138.907814817,89.751326783,,287.152745838,85.853234807,118.234542706,237.513372162,310.895962182,293.281596261,320.373119187,97.888065744,127.313165617,78.765201192,92.914208033,63.200960809,115.021870029,252.055831096,127.361526989,191.580844405,273.384501277,155.922306543,142.467604868,131.922437101,171.812885925,314.088878011,117.325646623,89.751326783,,,298.247443093,107.037626504,90.715516782,162.623696573,152.219952544,120.70994441,93.295236286,712.022204442,90.470743224,4086.408253223,319.230672474
2000-07-31,129.645262466,130.252624152,345.84671401,133.157261305,95.458705419,,279.502625112,86.430722933,128.457830233,226.652919757,338.864438571,291.802865524,293.234073967,90.413349426,108.062509062,80.361158785,94.185665617,67.03132207,112.190562459,245.66845136,108.617286663,175.107856924,255.972348989,139.376057952,158.284320869,113.280031194,159.124705817,307.249845989,115.18856745,95.458705419,,,290.915428235,107.673493592,94.967806631,152.344402948,142.795452668,120.941633363,97.668450487,609.792316147,92.960111158,3751.604768312,298.585445587
2000-08-31,87.783289263,88.194536119,302.977942089,85.747142357,89.751326783,,238.793054104,81.233329795,112.900653561,70.829037424,231.246605508,150.83053522,120.029598373,79.047684889,100.297538351,86.557229439,73.548930991,31.258483863,64.176304919,187.199359937,80.935395319,92.742919519,113.795955898,71.104149351,66.195885486,48.250932938,109.566167045,143.366374963,65.074060832,89.751326783,,,132.44930066,82.874677155,91.478748294,69.187553242,95.672953288,87.23089073,94.080172168,556.883865187,90.328493627,3989.68999493,254.213614664
2000-09-30,126.220191931,126.811507858,341.212252181,129.834719277,91.206148789,,269.666755607,83.928274385,103.455224868,219.097822432,371.69699781,263.214071266,233.660560068,92.46121691,121.32766736,80.830558077,96.630776355,69.904093016,115.729696922,243.211766847,112.093039836,163.576765688,258.16600597,132.519054031,124.65915426,123.69784626,161.513069132,263.935976522,114.33373578,91.206148789,,,258.512652895,105.341980936,91.914880586,145.2279689,141.7958845,116.53954326,94.528706958,644.317322281,86.274380134,3717.468912443,293.038966721
2000-10-31,127.996154431,128.595790381,330.495059201,132.007150603,90.534692478,,249.175360804,90.184395756,92.898569269,223.347564678,327.920252158,267.321656648,238.07341295,95.840198259,126.98962517,84.867391988,100.640757964,63.474558042,118.561004492,243.457435298,122.768567439,153.692973199,280.376782905,136.692882504,131.337323238,123.478523837,177.933066918,279.893717905,123.736884144,90.534692478,,,279.089597819,105.236003088,92.460045951,147.99547103,143.93781629,117.8138325,95.089375445,676.600444901,88.265874482,3621.863779885,278.556494128
2000-11-30,134.592586572,135.223125465,349.032906518,138.65223466,96.913527424,,259.830886101,95.959277021,102.343997963,236.568984997,353.456687122,281.123143531,266.095028746,97.478492247,132.166272311,87.777667598,98.391256086,71.68247503,120.330571723,249.844815034,120.410020643,157.975949944,312.596119816,148.319976109,136.843883624,137.734481296,182.560520839,293.825079429,125.339693524,96.913527424,,,297.30137666,112.548474601,98.347831896,159.065479549,147.222111701,125.922945848,101.144595108,726.370258939,96.30297667,3626.811005373,306.59702617
2000-12-31,113.407891042,113.939183945,265.902247455,114.627699991,97.025436809,,204.367510835,76.998416867,91.231728911,188.877433131,270.361938429,221.152396957,200.343520814,89.082235562,124.724842046,88.434826607,84.796440384,58.755005774,93.079236362,211.27486817,101.789914358,127.336193229,269.408497999,112.54430348,134.14918386,95.07627013,156.88561521,252.030994855,103.11407012,97.025436809,,,231.313242938,91.564860692,97.03943502,129.150099385,123.375271105,101.711450281,99.798990738,499.9400239,103.415456484,3405.175303503,238.190453497
2001-01-31,125.332210682,125.919366597,317.170981441,126.38438717,108.440194081,,239.066272701,83.350786259,91.787342364,219.255220293,347.781923796,304.78283533,224.172926373,90.618136175,108.871360178,83.55307397,97.021994073,65.936933138,111.954620162,235.104707952,120.285886601,148.092157455,218.817283871,133.413445847,115.286285518,129.290568032,183.456157082,259.123324359,100.122159277,108.440194081,,,243.848623179,99.937110686,105.544014718,143.382967481,138.939975446,110.515630487,108.54541914,638.488425142,107.540694775,3587.851604654,281.329733561
2001-02-28,122.033994611,122.605699055,316.881327577,124.723116155,94.339611569,,245.077081843,82.484554069,81.119564075,218.310833127,348.997944509,290.981348447,210.051797153,87.443941574,105.635955715,73.695688839,92.327381456,73.392457736,111.364764418,224.786632995,112.589576003,150.727835452,219.639905239,138.928862044,123.487545667,126.658698963,178.828703161,257.350241983,108.670475971,94.339611569,,,250.707604821,99.407221446,92.678112097,145.359754716,134.513316414,110.515630487,95.31364284,653.284856342,85.634256951,2336.945639971,290.265727289
2001-03-31,132.562915144,133.183945439,338.315713538,136.224223178,97.473074349,,266.388132438,88.644427418,103.677470249,243.651888739,380.411812917,288.845404049,233.21927478,97.683278995,127.151395394,81.20607751,98.586864945,72.09287088,121.392312062,255.249520963,122.396165313,165.553524185,235.132607668,146.233061872,133.797701283,136.30888555,187.187974761,295.344864323,117.005084747,97.473074349,,,278.143531386,109.36913916,96.821368873,157.088692313,147.079316248,121.636700222,99.574723344,651.49134953,94.80935591,3765.580680316,314.916744468
2001-04-30,115.43756247,115.978363971,313.405481205,118.716982488,83.036763682,,242.071677272,80.559593647,98.676949176,213.588897299,272.591309736,236.925524823,204.315088407,91.744463291,121.32766736,79.797879634,90.469097296,53.625057656,104.168524344,231.17401273,112.465441961,138.043635092,189.202914625,121.935417545,125.362119415,109.661211223,165.543432225,233.286981168,100.442721153,83.036763682,,,219.487412522,94.320284741,85.154830056,132.708316409,131.65740736,103.680806379,87.576417715,627.279007566,82.860389824,3677.396385989,277.015805555
2001-05-31,133.070333001,133.693740446,357.722522448,137.37433388,92.437152024,,289.338494617,89.221915545,114.011880466,255.614126171,283.33282603,276.686951319,239.838554102,95.225838014,123.754220707,81.863236519,102.596846555,75.786433524,119.504773682,262.865242956,125.127114235,169.012851556,220.325423045,149.51249853,145.513787209,135.431595861,186.889429347,287.745939855,116.363960995,92.437152024,,,282.637346944,108.30936068,93.11424439,158.538336286,150.220816207,120.941633363,95.76217763,671.668301167,90.826367214,3890.992846441,328.166666202
2001-06-30,130.66009818,131.272214165,368.439715428,134.307372008,94.339611569,,293.983210773,88.740675439,121.679346112,240.346533659,268.740577479,281.451750362,230.130277763,93.280363904,114.533317988,76.699844307,94.870296623,66.757724837,115.139841178,258.934547734,124.009907858,164.070955312,240.47964656,149.065302622,149.497256424,128.961584398,189.277792661,281.160205316,116.577668912,94.339611569,,,272.467132786,105.765892328,93.768442828,157.220478129,146.222543532,117.929676977,96.434979815,677.497198307,135.990614028,3551.73685859,330.323630205
2001-07-31,129.137844609,129.742829145,352.50875289,131.879360525,98.5921682,,280.049062307,89.125667524,135.569682426,237.355974301,283.940836386,316.119770984,249.546830441,88.877448813,99.488687235,81.581596944,99.46710481,66.962922762,113.842158542,253.038504901,107.748348369,163.906225437,222.793287149,140.270449767,149.497256424,118.763091755,173.753431118,284.95966755,111.341824937,98.5921682,,,272.940166003,107.2495822,97.911699604,149.708686634,142.36706631,119.319810694,100.696060318,575.715686715,221.340371786,3531.453234089,315.533019898
2001-08-31,90.574087476,90.998408654,304.426211411,88.175153839,95.682524189,,244.530644648,83.44703428,123.790677232,77.597145445,214.222315532,150.173321559,114.734174916,75.156736669,93.988499648,82.895914961,74.918193004,31.874077637,69.131093166,191.867060512,81.804333612,92.742919519,110.231263303,81.240589929,89.745218198,52.308397753,83.294170587,138.047127835,67.104286047,95.682524189,,,135.050983352,84.146411331,95.076839705,76.435773105,97.243703267,88.621024447,97.780584184,456.447483704,192.819327735,4017.394457663,276.09139241
2001-09-30,122.541412468,123.115494061,332.522636251,125.362066546,93.332427104,,260.377323296,83.928274385,96.787863437,211.700122968,304.207848263,255.656114164,210.493082441,91.027709672,116.312790443,80.07951921,94.968101053,65.184540748,109.241283741,242.966098395,119.54108235,146.444858707,215.801005522,136.692882504,144.342178617,110.31917849,170.170886146,258.363431912,113.265196194,93.332427104,,,257.566586462,100.25504423,93.332310536,138.638678115,138.225998183,111.674075251,95.986445025,611.585822959,141.893972273,3345.190194459,286.259936997
2001-10-31,131.801788359,132.419252929,362.356984277,135.585272788,94.227702184,,280.595499502,94.708052746,97.232354199,241.133522964,292.655651493,255.820417579,266.536314035,99.321572982,131.680961642,86.087830147,99.760518099,73.187259811,119.150860235,260.899895345,122.272031272,160.117438317,244.5927534,143.698951728,148.208486972,118.653430543,179.575066696,298.38443411,128.972728119,94.227702184,,,299.430026135,109.263161312,95.949104289,148.259042661,148.650066228,122.910989462,98.677653764,681.532588635,152.420442397,2571.320447473,318.614397045
2001-11-30,128.123008895,128.723239133,338.895021266,130.473669667,101.05417467,,257.371918725,96.151773063,106.344414821,222.403177512,260.228432491,249.576887799,248.664259865,97.888065744,133.298663873,78.952960909,92.914208033,79.137999628,111.718677864,250.827488839,115.196390883,147.103778206,241.713578612,146.978388385,127.236693164,114.376643306,165.841977639,298.637731592,124.271153937,101.05417467,,,299.666542743,109.899028401,99.438162627,137.847963221,141.081907236,123.60605632,102.265932083,645.214075688,205.97741539,1826.144608318,291.498278148
2001-12-31,108.460566936,108.968682632,265.612593591,106.96029531,109.671197316,,193.985204134,80.752089689,101.566139129,172.193259871,238.137389546,197.164098327,198.137094373,88.058301819,132.489812757,82.614275386,76.287455017,54.103852814,83.641544462,202.676472372,90.369582503,111.357395372,198.800163918,106.730756677,137.781170498,76.324203011,133.001982067,241.899095565,95.420585095,109.671197316,,,228.23852703,92.306705629,105.762080864,112.808658238,112.522816703,102.290672663,108.769686535,499.9400239,216.290511119,1598.572235863,226.789358051
2002-01-31,122.541412468,123.115494061,316.302019848,122.039524517,115.154757182,,241.525240077,84.120770427,89.787133935,211.700122968,267.929897004,274.55100692,216.009148543,99.01439286,134.269285212,81.487717085,90.469097296,72.366468113,113.370273947,229.454333571,117.058401512,142.985531336,166.992137691,132.369988728,111.068494585,111.964096659,155.691433553,256.843647018,112.517218483,115.154757182,105.360942981,,251.417154646,101.102867015,110.341469932,127.17331215,135.227293677,112.137453157,113.479301828,598.134521867,192.534828543,1402.662106532,269.312362686
2002-02-28,120.51174104,121.076314036,328.46748215,122.550684829,95.458705419,,257.91835592,82.099561984,88.564784339,206.97818714,284.143506505,281.780357192,214.905935323,94.304297646,129.254408294,72.381370821,90.077879578,71.614075722,119.032889087,231.665349633,118.175607889,151.551484826,170.831037408,131.624662215,112.708746615,114.924949362,154.646524603,257.856836947,114.974859532,95.458705419,88.041335915,,251.180638037,100.784933471,93.441343609,132.181173146,135.37008913,111.789919727,96.098578722,617.863096802,160.955418172,1363.702705812,298.585445587
2002-03-31,118.228360684,118.782236506,309.06067324,119.739303112,97.92071189,,241.25202148,82.292058027,84.119876718,202.885842755,276.442041992,254.341686842,212.478866238,95.942591634,136.695838559,78.952960909,90.175684007,64.979342823,111.246793269,235.596044855,119.292814266,140.514583214,168.911587549,127.301768439,111.537138022,107.57764821,144.943798639,242.658988011,109.845869516,97.92071189,85.26575786,,226.109877555,98.241465118,96.385236581,125.460096545,134.370520961,107.85120753,99.126188554,573.025426497,168.423521976,1538.216084907,269.620500401
2002-04-30,128.249863359,128.850687884,336.288136487,131.751570447,94.227702184,,266.114913841,93.26433243,103.788592939,228.541694089,229.625244558,254.998900503,244.913334916,102.802947706,147.210903064,80.173399068,99.075887092,71.614075722,124.459561929,245.422782909,127.361526989,166.212443685,165.072687832,138.034470228,123.721867386,121.175638402,163.602887032,269.255223649,128.545312284,94.227702184,94.924769493,,258.276136287,108.415338528,94.20457512,141.801537692,145.936952627,119.551499646,96.883514605,651.939726233,147.868455316,1456.215822441,301.974960449
2002-05-31,130.279534788,130.88986791,333.681251708,134.435162086,92.101423869,,264.475602257,93.938068578,114.234125847,237.355974301,228.814564083,233.803759933,246.23719078,102.495767583,146.887362617,81.112197652,99.173691522,72.708464654,123.751735037,255.495189415,132.078620582,165.224064436,172.339176583,149.810629135,128.056819179,124.026829893,167.931795539,285.466262514,127.476772697,92.101423869,93.592492026,,271.99409957,109.793050553,92.78714517,143.910110743,149.364043491,121.636700222,95.425776538,632.659528002,145.165712987,1598.448555226,300.434271875
2002-06-30,123.683102646,124.262532826,319.488212356,126.128807014,97.137346194,,268.30066262,89.799403671,102.566243344,206.820789279,218.073047788,219.837969635,224.614211662,95.737804885,138.637081237,86.369469722,91.349337161,69.425297858,113.134331649,241.246419236,124.1340419,156.658110945,164.79848071,139.226992649,116.457894111,117.666479642,161.662341839,251.271102409,121.492951011,97.137346194,98.921601892,,241.246940488,103.116446127,97.148468093,135.73939017,139.65395271,113.411742397,99.911124436,562.712762327,128.949259013,1545.018519954,311.219091891
2002-07-31,133.704605322,134.330984204,352.50875289,136.73538349,102.285177905,,295.34930376,96.151773063,130.791406734,223.977156121,285.562197336,295.910450906,245.354620204,104.338848319,137.019379006,83.740833687,102.107824407,79.06960032,123.39782159,253.284173353,117.927339805,173.790017926,168.088966182,159.648939108,137.078205342,117.118173586,160.617432889,310.542713259,126.835648945,102.285177905,100.364902481,,288.313745544,115.621832194,100.96462565,143.778324928,149.506838944,128.239835376,103.835803847,605.756925819,125.962017491,1418.493228094,341.108450221
2002-08-31,86.768453549,87.174946106,256.633323796,84.724821733,91.989514484,,209.01222699,88.451931376,104.233083701,68.46806951,201.656768169,166.767966502,98.18597661,75.566310166,108.062509062,84.304112837,74.624779715,33.72085896,75.38356405,178.84663259,76.218301727,93.896028642,83.633172407,71.551345259,62.446737989,50.115173529,69.56108153,121.076196523,57.487429766,91.989514484,75.606746228,,113.054938778,85.100211963,92.023913659,69.582910689,91.674680613,88.157646542,94.640840655,442.996182612,117.64041611,1514.716763839,228.946322055
2002-09-30,125.332210682,125.919366597,332.812290115,128.556818496,93.332427104,,272.125722983,89.70315565,95.676636532,200.524874841,283.940836386,262.885464436,218.436217628,94.40669102,140.416553692,77.263123458,97.60882065,68.19411031,120.802456318,237.807060917,126.864990822,164.565144936,171.242348092,143.25175582,114.934802941,119.530720233,165.692704932,261.909596664,124.591715813,93.332427104,125.234081857,,256.857036637,105.65991448,92.678112097,137.979749037,142.509861763,116.771232213,95.31364284,599.479651977,109.887813114,1541.679142749,308.137714744
2002-10-31,138.525074964,139.174036765,362.356984277,143.252677469,96.130161729,,305.458391862,102.98538256,120.568119207,232.004447029,275.023351161,268.800387386,255.724824475,106.489109177,151.578699089,84.867391988,106.509023735,83.173558814,126.818984904,266.795938177,137.540518425,183.838540289,176.726490545,170.381640897,129.111266912,128.084294709,177.037430675,300.917408933,138.055314606,96.130161729,92.371237682,,294.699693969,120.602791051,96.7123358,148.390828477,158.788543367,133.452836815,99.462589646,664.045897216,112.519430645,1454.236932246,348.19561766
2002-11-30,128.757281217,129.360482891,316.881327577,132.134940681,95.906342959,,269.939974204,98.846717653,110.900445132,214.218488743,227.395873252,235.611097501,251.973899526,98.604819363,150.284537304,81.393837227,96.435167496,79.274798244,118.089119897,244.931446006,122.023763188,163.906225437,176.726490545,148.170910806,115.403446378,122.710895359,160.169614767,269.761818614,121.386097053,95.906342959,81.824041071,,266.081184362,112.654452449,95.076839705,138.111534853,144.651793553,124.069434226,97.780584184,555.090358375,104.126704465,1444.589842544,306.288888455
2002-12-31,112.012491935,112.537247677,236.067899429,112.583058743,101.05417467,,208.739008393,87.200707102,93.787550793,169.832291957,190.307241518,228.381747229,212.03758095,86.727187955,139.931243022,94.443137544,81.177676492,60.875384329,91.663582577,200.219787859,98.562429269,136.066876594,173.573108634,128.792421466,129.814232068,82.903875685,131.061436874,237.593038366,102.579800326,101.05417467,91.705098948,,216.649213222,95.803974613,100.528493357,117.816519235,120.662157505,104.95509562,103.387269057,352.8724653,111.310309076,1380.770633747,231.411423773
2003-01-31,122.28770354,122.860596558,295.736595481,122.422894751,111.909385017,,234.421556546,87.681947207,91.898465054,200.210079119,243.406812634,265.350015665,221.966499933,100.24311335,127.313165617,85.806190572,97.902233938,73.392457736,116.319552665,224.786632995,117.679071721,148.421617205,143.410325143,139.82325386,94.900296006,113.280031194,147.630707367,253.804077231,111.662386813,111.909385017,79.936647994,,236.989641538,101.950689799,108.269841544,121.770093706,138.511589088,112.137453157,111.348761577,593.650754837,105.975949216,1398.704326141,268.387949542
2003-02-28,122.921975861,123.497840316,324.991635778,124.211955843,103.96381868,,278.136532125,85.371994701,78.230374121,201.784057728,276.84738223,282.273267438,218.215574984,100.550293473,132.813353204,68.34453691,97.413211791,75.034041134,115.611725773,233.630697244,119.416948308,154.681352448,156.023852785,139.226992649,109.428242555,117.118173586,159.871069353,259.376621841,115.295421408,103.96381868,95.368861982,,241.483457096,101.844711951,98.347831896,130.336171726,140.796316331,112.253297633,101.144595108,593.202378134,90.328493627,1411.072389862,323.236462766
2003-03-31,129.772116931,130.380072904,335.12952103,132.773891071,99.48744328,,288.518838825,89.70315565,97.343476889,212.487112272,268.740577479,261.078126868,224.172926373,107.922616416,138.637081237,86.744989156,107.389263601,73.597655661,124.223619632,255.003852512,133.319961001,163.906225437,153.555988681,145.487735359,116.457894111,125.013780794,169.125977196,262.416191628,125.980817276,99.48744328,104.472758003,,246.450305871,106.71969296,99.220096481,137.979749037,151.934361639,117.234610118,102.041664688,624.588747347,85.989880941,1059.572018927,332.788731923
2003-04-30,122.28770354,122.860596558,311.667558019,125.489856624,90.982330018,,269.393537009,87.87444325,105.677678678,202.413649172,213.614305176,207.186606659,217.994932339,101.471833841,145.107890163,87.965427315,96.043949778,70.177690249,113.0163605,240.018076979,123.389237649,155.999191446,144.232946511,130.432139794,112.591585755,118.105124487,141.809071789,251.271102409,122.347782681,90.982330018,100.253879359,,232.259309372,103.116446127,92.78714517,130.467957542,140.939111784,112.832520015,95.425776538,585.131597479,75.819034809,88.92637815,305.056337596
2003-05-31,128.503572288,129.105585387,329.626097608,132.646100993,90.422783093,,298.627926928,91.724364093,116.567702348,205.089412808,204.494149831,196.178277835,238.294055594,105.669962183,144.94611994,95.194176411,103.868304138,74.00805151,119.268831384,257.951873928,125.499516361,163.412035813,157.53199196,150.854086254,121.730132778,122.601234147,163.752159739,262.922786593,129.079582077,90.422783093,85.487804105,,252.363221079,107.355560048,93.877475901,138.111534853,149.935225302,118.16136593,96.547113512,563.609515733,91.039741609,95.357771284,338.335210789
2003-06-30,129.010990145,129.615380394,330.205405336,132.262730759,96.913527424,,294.529647968,91.146875966,131.124774805,199.737885536,200.035407219,202.2575042,240.059196746,100.345506725,141.063634584,84.11635312,99.760518099,78.932801703,118.325062194,255.003852512,122.272031272,159.787978567,160.959580993,150.854086254,120.675685045,124.575135949,170.917249682,298.891029075,123.095760391,96.913527424,107.026289814,,269.392416878,108.945227768,96.385236581,139.824750457,146.793725343,120.825788887,99.126188554,579.751077042,78.166153147,88.184294327,339.259623933
2003-07-31,136.368549072,137.007407988,349.032906518,139.418975129,104.971003146,,315.567479965,100.097941927,144.681743048,200.524874841,269.956598192,279.151502548,257.489965628,108.02500979,128.445557179,97.165653437,104.650739574,85.772732527,125.28535997,263.60224831,122.023763188,177.084615422,151.773642384,162.928375766,133.329057846,116.460206319,167.931795539,306.996548507,129.186436036,104.971003146,79.270509261,,280.981730686,118.801167635,105.653047791,141.537966061,153.647907071,130.904258334,108.657552838,530.429639707,190.258835003,54.666841644,363.294365683
2003-08-31,85.373054442,85.773009838,245.916130816,81.785649938,101.27799344,,202.181762056,85.949482828,105.122065225,56.348434217,178.957714867,128.978180989,84.06484739,77.61417765,101.915240583,89.936904341,71.69064683,40.150393934,71.490516141,172.459252855,75.225229391,84.835885528,77.874822831,76.76863085,57.5259819,45.948047502,77.771080423,123.862468828,51.50360808,101.27799344,60.729647851,,116.602687902,82.55674361,100.310427211,64.04790643,88.390385202,85.95660149,103.163001662,389.63935495,208.182284132,0.000001119,229.870735199
2003-09-30,128.123008895,128.723239133,346.426021739,131.368200213,95.682524189,,305.458391862,93.456828472,113.789635085,191.238401045,276.442041992,222.302520864,232.777989492,98.707212737,138.313540791,79.328480342,100.445149105,75.5812356,119.150860235,243.70310375,127.858063157,166.706633309,152.322056629,157.263894266,115.520607237,123.039878992,157.184160625,257.603539465,124.271153937,95.682524189,151.324515577,,257.093553245,109.263161312,94.749740485,140.088322088,145.508566269,120.246566505,97.444183092,539.397173768,210.458277672,145.695790626,340.184037077
2003-10-31,139.413056214,140.066178026,355.115637669,143.636047704,99.823171435,,309.82988942,104.717846939,117.123315801,218.310833127,263.876494629,238.897165806,263.667959662,107.103469422,154.167022659,88.24706689,102.107824407,85.157138752,129.650292474,264.584922115,138.037054593,189.439356033,169.185794672,172.766685739,129.697071208,134.663967382,171.066522389,289.012427266,135.490819598,99.823171435,113.909723391,,285.712062852,119.225079027,100.092361065,154.452975999,158.074566104,131.599325192,102.938734267,575.267310012,194.810822083,166.226776402,344.806102798
2003-11-30,129.898971395,130.507521655,317.170981441,132.773891071,101.27799344,,280.322280904,96.151773063,109.678095536,202.728444894,211.992944226,190.920568547,244.692692272,104.031668196,155.946495114,81.957116377,93.892252328,76.196829374,119.150860235,252.301499547,125.375382319,168.848121682,169.185794672,163.971832884,119.972719889,125.781409273,163.005796203,263.935976522,120.317557466,101.27799344,76.272884961,,261.823885412,108.83924992,99.111063408,142.855824218,147.079316248,120.130722028,101.92953099,504.872167633,157.754802256,139.017036217,318.30625933
2003-12-31,116.579252648,117.125402735,260.978131761,116.416761084,109.671197316,,234.148337948,89.991899713,109.566972846,170.147087679,186.65917938,175.476047511,215.788505899,93.894724149,142.196026146,88.340946748,81.960111928,66.620926221,96.264457378,206.361499143,103.279522861,134.584307721,170.968140969,144.742408846,128.876945193,94.856947708,141.659799081,241.645798082,100.442721153,109.671197316,107.692428547,,225.873360947,98.241465118,106.089180083,124.010452573,125.517202895,107.85120753,109.106087628,382.465327701,153.700688763,102.283886968,269.928638115
